ID,IsVIP,CountryCode,TotalUnits,TotalFee,Industry,Tenure,UsersCount,Churn,ChurnPerc,TicketsCount,TicketsPriorityMean,TicketsClosedCount,SLATimeUsedTotal,SLATimeUsedMean,SLAPercentageTotal,SLAPercentageMean,NonCompliantSLACount,RMACount,RMAUnitsCount,MDVRCount,FatigueMonitorCount,FuelSensorCount,PowerOnEventsCount,PricingCancelCount,ClosedBussCancelCount,NoPaymentCancelCount,SoldVehicleCancelCount,NoUsedVehicleCancelCount,MultHWCasesCancelCount,NoUsedCancelCount
23065,0,US,3,89.85,NULL,122,1,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,15,0,0,0,0,0,0,0
23067,0,MX,14,419.86,Transportation,122,2,0,12.00,5,2.00,5,0,0.00,0,0.00,5,0,0,0,0,0,6656,0,0,0,0,0,0,0
23068,0,US,2,35.98,NULL,122,1,1,100.00,1,3.00,1,1510,1510.00,46,46.00,1,0,0,0,0,0,69,0,0,0,1,0,0,0
23090,0,US,5,125.75,Agriculture,121,3,0,52.00,1,2.00,1,0,0.00,0,0.00,1,1,2,0,0,0,55,0,0,0,0,0,0,0
23095,0,US,8,35.98,NULL,121,2,0,87.00,7,2.00,7,7029,1004.00,158,22.00,7,1,1,0,0,0,1595,0,0,0,0,0,0,0
23099,0,PE,2,59.98,NULL,121,2,0,12.00,6,2.00,5,0,0.00,0,0.00,6,0,0,0,0,0,10495,0,0,0,0,0,0,0
23100,0,US,3,90.33,NULL,121,0,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,64,0,0,0,0,0,0,1
23112,0,US,2,29.99,NULL,121,1,0,62.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,29,0,0,0,0,0,0,0
23114,0,PE,18,509.83,Transportation & Logistics,121,12,0,17.56,18,2.00,18,0,0.00,0,0.00,18,0,0,0,0,0,14170,0,0,0,0,0,0,0
23115,0,PE,5,119.96,Transportation,121,2,0,32.00,2,3.00,1,0,0.00,0,0.00,2,0,0,0,0,0,1587,0,0,0,0,0,0,0
23119,0,US,82,1592.42,NULL,121,14,1,100.00,50,2.00,31,16728733,348515.00,763818,15276.00,50,0,0,0,0,0,9653,0,0,0,1,3,0,1
24125,0,US,5,139.96,Rental,121,2,0,32.00,11,2.00,11,35834,3257.00,986,89.00,11,1,2,0,0,0,48,0,0,0,0,0,0,1
24143,0,US,10,89.95,Accounting,121,1,0,72.00,16,2.00,16,30684,1917.00,352,22.00,16,4,4,0,0,0,62,0,0,0,0,0,0,0
24148,0,PE,5,149.95,NULL,120,2,1,100.00,5,2.00,5,0,0.00,0,0.00,5,0,0,0,0,0,845,0,0,1,0,0,0,1
24149,0,PE,1,29.99,Transportation,120,1,0,12.00,4,3.00,3,0,0.00,0,0.00,4,0,0,0,0,0,1303,0,0,0,0,0,0,0
24151,0,US,8,143.92,NULL,120,1,1,100.00,5,2.00,4,354126,70825.00,3179,635.00,5,0,0,0,0,0,26,0,0,0,0,1,0,1
24152,0,US,3,53.97,NULL,120,1,1,100.00,4,1.00,4,20688,5172.00,339,84.00,4,1,1,0,0,0,0,0,0,0,0,0,0,1
24153,0,PE,2,59.98,NULL,120,1,1,100.00,4,3.00,4,0,0.00,0,0.00,4,0,0,0,0,0,71,0,0,0,1,0,0,0
24157,0,MX,2,59.98,NULL,120,2,0,12.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,1469,0,0,0,0,0,0,0
24167,0,PE,9,119.96,Accounting,120,4,0,67.56,23,2.00,21,0,0.00,0,0.00,23,0,0,0,0,0,308,0,0,0,3,0,0,0
24171,0,CO,10,239.92,Service,120,4,0,32.00,14,2.00,14,218437,16802.00,2075,148.00,14,0,0,0,0,0,11705,0,0,0,2,0,0,0
24176,0,US,1,29.99,NULL,120,2,1,100.00,1,3.00,0,502200,502200.00,4227,4227.00,1,0,0,0,0,0,8,0,0,2,0,0,0,0
24177,1,PE,25,749.75,Transportation,120,2,1,100.00,25,2.00,25,0,0.00,0,0.00,25,0,0,0,0,2,43391,0,0,1,0,0,0,0
24185,0,US,2,29.98,NULL,120,2,1,100.00,1,2.00,1,941,941.00,7,7.00,1,0,0,0,0,0,303,0,0,0,1,0,0,0
24189,0,CO,1,19.99,NULL,120,1,0,12.00,2,3.00,2,52809,26404.00,1542,771.00,2,0,0,0,0,0,434,0,0,0,0,0,0,0
24195,0,US,1,20.00,NULL,120,2,1,100.00,1,3.00,1,2802,2802.00,23,23.00,1,0,0,0,0,0,2,0,0,0,0,0,0,0
24198,1,US,769,5514.48,Rental,120,17,0,40.48,30,2.00,28,1927845,64261.00,86294,2876.00,30,3,15,0,0,0,204036,0,0,0,0,7,0,2
24201,0,US,10,179.90,NULL,120,6,1,100.00,31,2.00,30,685309,22106.00,25149,811.00,31,1,1,0,0,0,845,0,0,0,2,0,0,2
24203,0,CA,5,114.95,NULL,120,4,1,100.00,2,2.00,2,7788,3894.00,257,128.00,2,0,0,0,0,0,6,0,0,0,1,0,0,0
24204,0,PE,3,89.97,NULL,120,1,0,12.00,3,3.00,3,0,0.00,0,0.00,3,0,0,0,0,0,6,0,0,0,0,0,0,0
24207,0,US,10,349.90,NULL,120,4,1,100.00,6,2.00,6,183140,30523.00,2319,386.00,6,0,0,0,0,0,4,0,0,0,0,2,0,1
24216,0,US,37,405.79,NULL,119,4,0,54.04,17,2.00,17,31063,1827.00,967,56.00,17,4,9,0,0,0,1275,0,0,1,0,0,0,2
24217,0,US,3,69.99,NULL,119,2,1,100.00,2,3.00,1,520689,260344.00,4391,2195.00,2,0,0,0,0,0,2,0,0,0,1,0,0,1
24219,0,MX,6,119.94,NULL,119,4,0,10.80,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,878,0,0,0,0,0,0,0
24224,0,US,2,59.98,NULL,119,1,1,100.00,6,2.00,6,9736,2434.00,7,1.00,6,0,0,0,0,0,43,0,0,0,0,0,0,1
24226,0,US,29,197.89,Automotive,119,3,0,72.87,24,2.00,15,7291661,317028.00,337391,14057.00,24,1,11,0,0,0,7103,0,0,0,0,0,0,0
24230,0,US,12,107.94,Automotive,119,2,0,60.80,11,2.00,11,161048,14640.00,7364,669.00,11,2,2,0,0,0,49,0,0,0,2,0,0,0
24238,0,US,1,29.11,NULL,119,3,1,100.00,1,2.00,0,0,0.00,0,0.00,1,0,0,0,0,0,8,0,0,0,1,0,0,0
24247,0,US,5,80.85,Automotive,119,4,0,50.80,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,3175,0,0,0,0,0,0,0
24250,0,US,6,59.98,NULL,119,1,0,77.47,3,3.00,3,10439,3479.00,396,132.00,3,2,4,0,0,0,501,0,0,0,0,0,0,0
24253,0,US,20,219.96,NULL,119,10,1,100.00,9,2.00,8,406408,45156.00,3723,413.00,9,0,0,0,0,0,36,0,0,0,0,2,0,1
24254,0,US,25,546.82,NULL,119,2,0,38.80,15,2.00,15,145777,10412.00,1888,125.00,15,2,2,0,0,0,915,0,0,0,0,0,0,0
24268,0,PE,2,59.98,NULL,119,1,0,10.80,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24269,0,US,23,437.77,NULL,119,1,1,100.00,4,2.00,4,0,0.00,0,0.00,4,0,0,0,0,0,8539,0,0,1,0,0,0,0
24289,0,PE,7,119.94,Transportation,119,6,0,25.09,10,2.00,10,0,0.00,0,0.00,10,0,0,0,0,0,240,0,0,0,1,0,0,0
24291,0,US,1,20.00,NULL,119,2,1,100.00,1,3.00,0,506362,506362.00,4262,4262.00,1,0,0,0,0,0,5,0,0,1,0,0,0,0
24294,0,PE,11,219.89,NULL,118,2,1,100.00,13,2.00,12,0,0.00,0,0.00,13,0,0,0,0,0,763,1,0,0,0,0,0,0
24298,0,US,12,215.88,NULL,118,1,1,100.00,5,2.00,4,663972,132794.00,30675,6135.00,5,0,0,0,0,0,295,0,0,0,0,1,0,0
24304,0,PE,12,359.88,Telecommunications,118,1,0,10.80,21,2.00,20,0,0.00,0,0.00,21,0,0,0,0,0,73942,0,0,0,0,0,0,0
24308,0,US,7,59.97,Automotive,118,1,0,67.94,16,2.00,13,2650446,165652.00,122238,7639.00,16,1,1,0,0,0,630,0,0,0,0,0,0,0
24309,0,PE,3,59.97,NULL,118,1,1,100.00,3,3.00,3,0,0.00,0,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0
24312,0,US,48,912.08,NULL,118,3,1,100.00,49,2.00,42,5737807,117098.00,240978,4917.00,49,0,0,0,0,0,900,0,0,0,4,4,0,0
24385,0,US,17,399.92,Transportation,125,9,0,88.47,7,2.00,7,7984,1140.00,387,55.00,7,3,12,0,0,0,2912,0,0,0,0,1,0,0
24394,0,CA,14,263.45,Automotive,124,1,0,33.43,3,2.00,2,631588,210529.00,29234,9744.00,3,1,2,0,0,0,134,0,0,0,0,0,0,0
24560,0,US,6,21.00,Transportation,137,10,0,63.20,25,2.00,25,99639,4529.00,4463,178.00,25,1,2,0,0,0,2672,0,0,0,0,0,0,0
24596,0,US,3,119.94,Hotels / Restaurants / Caterers,127,2,0,12.00,6,2.00,6,3775,629.00,130,21.00,6,0,0,0,0,0,78,0,0,0,0,0,0,0
24600,0,US,9,251.96,Transportation,127,4,0,67.56,19,2.00,19,194263,10224.00,9311,490.00,19,1,4,3,0,0,42118,0,0,0,0,0,0,1
24601,0,US,50,829.88,Transportation,126,8,1,100.00,52,2.00,30,14812215,284850.00,684708,13167.00,52,2,30,1,0,0,48341,0,0,0,0,0,0,0
24651,0,US,9,290.28,NULL,138,4,1,100.00,6,2.00,6,51115,8519.00,1553,258.00,6,1,1,8,0,0,2227,0,0,0,0,0,0,1
26082,0,US,23,1589.76,NULL,121,8,1,100.00,13,2.00,12,881764,67828.00,40575,3121.00,13,2,12,0,0,0,10700,0,0,0,0,0,0,1
26125,0,US,7,529.89,Government,119,8,0,39.37,8,2.00,5,1805495,225686.00,83739,10467.00,8,2,4,0,0,0,94385,0,0,0,0,0,0,0
26442,0,US,8,239.92,Rental,123,3,0,12.00,0,2.00,0,0,0.00,0,0.00,0,2,4,0,0,0,1372,0,0,0,0,0,0,0
27437,0,MX,17,509.83,NULL,118,5,0,10.80,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,3506,0,0,0,0,0,0,0
27442,0,MX,2,59.98,NULL,118,1,1,100.00,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27453,0,MX,4,79.96,NULL,118,2,0,10.80,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,7097,0,0,0,0,0,0,0
27468,0,CO,3,69.97,Advertising,118,2,1,100.00,11,2.00,10,510250,46386.00,16032,1457.00,11,0,0,0,0,0,42,0,0,0,0,0,0,0
27470,0,PM,1,29.99,NULL,118,0,0,10.80,2,2.00,2,0,0.00,0,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0
27484,0,CO,13,19.99,Transportation & Logistics,118,1,1,100.00,26,2.00,25,463307,18532.00,8992,345.00,26,0,0,0,0,0,2748,0,0,0,6,0,0,0
27487,0,CO,2,59.98,Advertising,117,1,1,100.00,5,2.00,5,28164,5632.00,413,82.00,5,0,0,0,0,0,646,0,0,0,1,0,0,0
27489,0,CO,4,59.97,Freight Forwarders / Couriers,117,1,0,35.80,10,3.00,10,308989,30898.00,5572,557.00,10,0,0,0,0,0,564,0,0,0,0,0,1,0
27501,0,US,23,215.55,NULL,117,1,0,76.02,24,2.00,22,2046311,85262.00,93857,3910.00,24,2,4,0,0,0,897,0,0,0,0,0,0,2
27505,0,CO,2,59.98,NULL,117,5,1,100.00,40,2.00,40,108355,2778.00,1557,38.00,40,0,0,0,0,0,76,0,0,0,1,2,0,0
27508,0,PE,12,79.96,NULL,117,7,0,77.47,21,2.00,20,0,0.00,0,0.00,21,0,0,0,0,0,197,0,0,0,4,0,0,0
27559,0,CO,2,59.98,NULL,117,1,1,100.00,3,2.00,3,5529,1843.00,191,63.00,3,0,0,0,0,0,0,0,0,0,0,1,0,0
27564,0,CO,2,59.98,Service,117,2,0,10.80,2,2.00,2,10932,5466.00,404,202.00,2,0,0,0,0,0,111,0,0,0,0,0,0,0
27573,1,CO,15,419.86,Accounting,117,2,0,17.47,22,2.00,20,296193,13463.00,5655,257.00,22,0,0,0,0,0,28,0,0,0,1,0,0,0
27577,0,CO,3,89.97,Agriculture,117,2,0,10.80,8,2.00,8,62624,7828.00,1967,245.00,8,0,0,0,0,0,1112,0,0,0,1,0,0,0
27580,0,CO,4,79.96,Accounting,117,2,1,100.00,7,3.00,7,41511,5930.00,526,75.00,7,0,0,0,0,0,201,1,0,0,0,0,0,0
27585,0,CO,12,329.89,NULL,117,1,0,19.13,22,2.00,21,205063,9321.00,3785,172.00,22,0,0,0,0,0,1511,0,0,0,1,0,0,0
27597,0,CO,2,59.98,Transportation,117,1,0,10.80,8,2.00,8,129384,16173.00,7201,900.00,8,0,0,0,0,0,11249,0,0,0,0,0,0,0
27605,0,PE,2,39.98,NULL,117,1,1,100.00,3,2.00,3,0,0.00,0,0.00,3,0,0,0,0,0,91,0,0,1,1,0,0,0
27610,0,US,64,520.55,Electronics,117,7,0,68.61,60,2.00,58,1838649,30644.00,80065,1334.00,60,5,26,0,0,0,9077,0,0,0,2,1,0,1
27612,0,US,1,55.00,NULL,117,1,1,100.00,2,3.00,1,562082,281041.00,4762,2381.00,2,0,0,0,0,0,0,0,0,1,0,0,0,0
27621,0,PE,5,149.95,Transportation & Logistics,117,7,1,100.00,3,3.00,2,0,0.00,0,0.00,3,0,0,0,0,0,91,0,0,0,0,0,0,0
27622,0,CO,1,19.99,NULL,117,1,1,100.00,5,2.00,5,180680,36136.00,2332,466.00,5,0,0,0,0,0,908,0,0,2,0,0,0,0
27625,0,US,13,909.87,Transportation,117,3,1,100.00,32,2.00,25,6679351,215462.00,297838,9307.00,32,0,0,0,0,0,84128,0,0,0,0,0,0,1
27628,0,US,14,95.80,NULL,117,1,0,82.23,9,2.00,9,36623,4069.00,1228,136.00,9,3,8,0,0,0,585,0,0,0,1,0,0,0
27629,0,US,33,560.00,Automotive,117,1,0,44.13,17,2.00,17,8221,483.00,392,23.00,17,9,21,0,0,0,112712,0,0,0,0,1,0,0
27630,0,US,3,89.97,NULL,117,1,1,100.00,4,2.00,4,6395,1598.00,130,32.00,4,0,0,0,0,0,10,0,0,0,1,2,0,0
27632,0,CO,2,39.98,Agriculture,117,1,0,10.80,10,2.00,10,70819,7081.00,1967,196.00,10,0,0,0,0,0,503,0,0,0,1,0,0,0
27637,0,PM,4,119.96,NULL,117,2,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27649,0,US,11,186.90,NULL,116,2,1,100.00,19,2.00,17,1876047,110355.00,87777,4619.00,19,0,0,0,0,0,93,0,0,0,0,1,0,0
27650,0,US,20,325.32,Environmental Products & Services,116,2,0,50.80,1,3.00,1,0,0.00,0,0.00,1,1,4,0,0,0,4045,0,0,0,0,0,0,0
27653,0,US,1,17.99,NULL,116,1,1,100.00,1,2.00,0,806371,806371.00,37331,37331.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27663,0,CO,1,29.99,NULL,116,1,1,100.00,4,3.00,4,74298,18574.00,1492,373.00,4,0,0,0,0,0,0,0,0,0,0,0,0,1
27664,0,MX,1,19.99,NULL,116,2,0,10.80,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27671,1,PE,416,392294.04,Transportation & Logistics,116,53,1,100.00,183,2.00,180,0,0.00,0,0.00,183,0,0,1,4,0,180472,0,3,1,22,1,0,2
27678,0,US,27,760.78,Moving,116,18,1,100.00,23,2.00,21,2148346,97652.00,75603,3287.00,23,3,8,0,0,0,4951,0,0,0,0,2,1,0
27684,0,CA,24,719.92,NULL,116,8,1,100.00,17,2.00,17,29084,2077.00,529,31.00,17,0,0,0,0,0,80,0,0,1,0,0,0,0
27692,0,US,32,577.68,NULL,116,1,1,100.00,21,2.00,18,2698831,128515.00,123173,5865.00,21,0,0,0,0,0,388,0,0,1,1,1,0,0
27693,0,US,53,528.85,Rental,116,1,0,59.86,19,2.00,19,55655,2929.00,2184,114.00,19,2,12,0,0,0,6902,0,0,0,0,2,0,1
27694,0,CA,2,59.98,NULL,116,1,1,100.00,16,2.00,16,36487,2606.00,20,1.00,16,0,0,0,0,0,46,0,0,0,0,0,0,0
27695,1,US,58,1252.38,Rental,116,7,1,100.00,31,2.00,30,354489,13129.00,3775,121.00,31,2,2,0,0,0,4887,0,0,0,2,2,0,1
27699,0,CO,1,19.99,NULL,116,1,0,10.80,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,22,0,0,0,0,0,0,0
27710,0,US,19,584.84,NULL,116,5,1,100.00,34,2.00,33,620721,19397.00,27664,813.00,34,1,14,0,0,0,1594,0,0,0,0,2,0,0
27713,1,PE,56,1109.63,Transportation,116,21,0,44.73,44,2.00,37,0,0.00,0,0.00,44,0,0,0,0,0,4215,0,0,0,5,0,0,0
27717,0,US,29,415.87,Rental,116,7,0,41.83,21,2.00,21,29747,1416.00,2953,140.00,21,2,9,0,0,0,6034,0,0,0,0,2,0,0
27718,0,US,68,1532.69,NULL,116,2,1,100.00,62,2.00,59,2647343,44870.00,95451,1539.00,62,0,0,0,0,0,851,0,0,0,2,3,0,0
27719,0,US,59,599.80,Rental,116,9,0,76.90,19,2.00,13,4956610,260874.00,229812,12095.00,19,1,10,0,0,0,206,0,0,0,0,0,0,0
27722,0,US,5,149.95,NULL,116,1,1,100.00,6,2.00,6,0,0.00,0,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0
27724,0,US,23,619.84,Rental,115,2,1,100.00,17,2.00,16,366755,26196.00,3976,233.00,17,0,0,0,0,0,658,0,0,0,1,4,0,1
27725,0,US,2,35.98,NULL,115,1,1,100.00,3,2.00,1,1073494,357831.00,30663,10221.00,3,0,0,0,0,0,26,0,0,1,0,0,0,0
27728,0,PE,1,19.99,NULL,115,1,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27743,0,US,2,139.96,NULL,115,2,1,100.00,7,2.00,6,366076,52296.00,3303,471.00,7,0,0,0,0,0,318,0,0,0,0,0,0,2
27746,0,US,2,35.98,NULL,115,1,1,100.00,7,2.00,6,397672,56810.00,3499,499.00,7,0,0,0,0,0,16,0,0,1,0,0,0,0
27751,0,CO,8,569.15,Agriculture,115,2,0,60.80,7,2.00,7,58627,8375.00,789,112.00,7,0,0,0,0,0,6390,0,0,0,0,0,0,0
27755,0,US,5,89.95,NULL,115,1,1,100.00,7,2.00,6,1038306,173051.00,47022,6717.00,7,0,0,0,0,0,124,0,0,0,2,2,0,0
27757,0,CO,1,19.99,NULL,115,1,1,100.00,3,2.00,3,35897,11965.00,186,62.00,3,0,0,0,0,0,84,0,0,1,0,0,0,0
27758,0,MX,4,119.96,NULL,115,1,0,10.80,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,2699,0,0,0,0,0,0,0
27760,0,US,2,59.98,Transportation,115,1,1,100.00,6,2.00,4,1332015,222002.00,11211,1868.00,6,0,0,0,0,0,5,0,0,1,0,0,0,0
27763,0,US,1,29.99,NULL,115,2,1,100.00,2,3.00,2,1834,1834.00,15,7.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0
27765,0,US,5,80.98,Transportation,115,2,1,100.00,21,2.00,21,297350,14867.00,24785,1180.00,21,3,3,0,0,0,334,0,0,0,0,1,0,0
27766,0,US,2,37.98,NULL,115,1,1,100.00,6,2.00,5,288686,72171.00,2386,397.00,6,0,0,0,0,0,585,0,0,0,0,0,0,1
27771,0,PE,2,59.98,NULL,115,7,1,100.00,14,3.00,14,0,0.00,0,0.00,14,0,0,0,0,0,550,0,0,0,1,0,0,0
27776,0,PE,10,79.96,NULL,114,2,0,70.80,16,2.00,15,0,0.00,0,0.00,16,0,0,0,0,0,2702,0,1,0,2,0,0,0
27777,0,PE,3,89.97,NULL,114,4,0,10.80,3,3.00,3,0,0.00,0,0.00,3,0,0,0,0,0,81,0,0,0,0,0,0,0
27781,0,PE,8,60.97,Transportation & Logistics,114,2,0,60.80,21,2.00,21,0,0.00,0,0.00,21,0,0,0,0,0,1000,0,0,0,2,0,0,0
28787,0,US,3,87.33,NULL,114,3,1,100.00,3,2.00,2,0,0.00,0,0.00,3,0,0,0,0,0,34,0,0,1,0,0,0,1
28794,0,CO,1,29.99,NULL,114,1,1,100.00,9,2.00,9,254664,28296.00,8361,929.00,9,0,0,0,0,0,8,0,1,0,0,0,0,0
28797,0,US,21,465.10,NULL,114,4,1,100.00,29,2.00,28,399554,15367.00,4883,168.00,29,1,7,0,0,0,807,1,0,0,1,0,0,2
28799,0,CO,4,119.96,NULL,114,1,1,100.00,4,2.00,4,30096,7524.00,617,154.00,4,0,0,0,0,0,417,0,0,0,3,0,0,0
28809,0,US,24,2343.32,Transportation,114,41,0,73.30,33,2.00,30,2899319,90603.00,129300,3918.00,33,3,7,0,0,0,99429,0,0,0,0,0,0,0
28813,0,CO,3,0.00,NULL,114,2,1,100.00,17,2.00,16,209277,13079.00,3693,217.00,17,0,0,0,0,0,0,0,0,0,1,0,0,0
28815,0,CO,8,39.98,NULL,114,1,0,85.80,21,2.00,19,1437392,68447.00,46029,2191.00,21,0,0,0,0,0,8293,0,0,1,0,1,0,0
28827,0,US,4,71.96,NULL,114,1,1,100.00,6,2.00,6,2240,373.00,65,10.00,6,0,0,0,0,0,91,0,0,0,1,0,0,0
28828,0,PE,2,39.98,NULL,114,2,1,100.00,2,2.00,1,0,0.00,0,0.00,2,0,0,0,0,0,10,0,0,0,2,0,0,0
28834,0,US,1,29.11,NULL,114,3,1,100.00,3,2.00,2,0,0.00,0,0.00,3,0,0,0,0,0,37,0,0,0,0,0,0,1
28856,0,PE,5,79.96,Transportation,113,15,0,30.80,28,2.00,25,0,0.00,0,0.00,28,0,0,0,0,0,2820,0,0,0,0,1,0,0
28862,0,CO,3,0.00,NULL,113,1,1,100.00,5,3.00,5,50983,10196.00,94,18.00,5,0,0,0,0,1,0,0,0,1,0,0,0,0
28870,0,US,1,29.11,Accounting,113,3,1,100.00,2,2.00,2,0,0.00,0,0.00,2,0,0,0,0,0,20,0,0,0,0,0,0,1
28877,0,PE,12,359.88,NULL,113,7,1,100.00,10,2.00,10,0,0.00,0,0.00,10,0,0,0,0,0,1973,0,0,1,2,0,0,0
28903,0,CO,3,59.97,NULL,113,1,0,10.80,3,2.00,3,23168,7722.00,382,127.00,3,0,0,0,0,0,356,0,0,0,0,0,0,0
28909,0,US,23,689.77,NULL,113,2,0,10.80,2,3.00,2,659,329.00,14,7.00,2,1,1,0,0,0,1173,0,0,0,0,0,0,0
28910,0,US,207,1633.99,Rental,113,1,0,62.01,61,2.00,21,29779472,488188.00,1378075,22591.00,61,2,3,0,1,0,418233,0,0,0,0,3,0,1
28931,0,US,11,125.93,NULL,113,1,0,47.16,5,2.00,3,1318276,263655.00,61000,12200.00,5,0,0,0,0,0,36122,0,0,0,0,0,0,0
28945,0,MX,42,1259.58,NULL,113,3,0,10.80,2,3.00,2,0,0.00,0,0.00,2,0,0,0,0,0,60198,0,0,0,0,0,0,0
28947,0,CO,2,29.99,Engineering and Construction Industries,113,1,0,60.80,4,2.00,4,10909,2727.00,340,85.00,4,0,0,0,0,0,531,0,0,0,0,0,0,0
28948,0,US,7,139.98,Transportation,113,1,0,82.23,9,2.00,9,167222,18580.00,5304,589.00,9,0,0,2,0,0,4,0,0,0,0,2,0,0
28953,0,CO,4,119.96,Service,113,1,0,10.80,8,2.00,8,169337,21167.00,1983,247.00,8,0,0,0,0,0,4865,0,0,0,0,0,0,1
28955,0,CO,4,79.97,Transportation,112,9,0,35.80,39,2.00,38,928989,23820.00,24714,633.00,39,0,0,0,0,0,332,0,0,0,2,0,0,0
28956,0,US,2,54.22,NULL,112,3,1,100.00,6,2.00,6,0,0.00,0,0.00,6,0,0,0,0,0,23,0,0,0,2,0,0,0
28957,0,CO,6,119.94,Accounting,112,2,1,100.00,34,2.00,34,465632,13695.00,9233,271.00,34,1,1,0,0,0,290,0,0,0,4,0,0,1
28961,0,US,5,89.95,NULL,112,1,1,100.00,8,2.00,6,1054109,131763.00,38761,4845.00,8,0,0,0,0,0,22,0,0,1,2,0,0,0
28967,0,US,39,3689.29,Transportation,112,14,1,100.00,43,2.00,40,1550467,36057.00,68330,1589.00,43,9,9,0,0,0,3799,0,0,0,0,0,0,1
28974,0,CO,72,5800.02,Advertising,112,28,1,100.00,280,2.00,280,3118701,11138.00,100167,357.00,280,2,2,0,0,0,11185,0,2,0,17,5,0,1
28981,0,PE,13,389.87,NULL,112,1,1,100.00,7,2.00,7,0,0.00,0,0.00,7,0,0,0,0,0,6485,0,0,1,1,0,0,0
28985,0,US,1,20.00,NULL,112,2,1,100.00,13,2.00,12,1368001,105230.00,58234,4479.00,13,0,0,0,0,0,0,0,0,0,0,0,0,0
28993,0,CA,28,179.91,Rental,112,3,0,78.66,20,2.00,18,1420105,71005.00,65548,3277.00,20,0,0,0,0,0,235,0,0,0,0,0,0,0
29000,0,US,13,389.87,NULL,112,1,1,100.00,3,2.00,3,354061,118020.00,4120,1373.00,3,1,5,0,0,0,95,0,0,0,0,1,0,0
29004,0,US,2,58.22,NULL,112,3,0,10.80,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,154,0,0,0,0,0,0,0
29006,0,PE,2,39.98,NULL,112,4,1,100.00,2,3.00,2,0,0.00,0,0.00,2,0,0,0,0,0,120,0,0,0,1,0,0,0
29009,1,CO,47,1269.39,Accounting,112,16,0,19.31,254,2.00,250,1693997,6669.00,49383,194.00,254,0,0,0,0,0,64310,0,3,0,1,1,0,0
29011,0,MX,2,39.98,NULL,112,2,0,10.80,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,71,0,0,0,0,0,0,0
29012,0,US,7,71.96,Service,112,1,0,53.66,9,2.00,9,34533,3837.00,1290,143.00,9,3,3,0,0,0,99,0,0,0,0,1,0,1
29014,0,US,35,1218.42,NULL,112,46,1,100.00,45,2.00,44,1673250,37183.00,41631,925.00,45,0,0,13,0,0,317,0,0,0,1,0,0,1
29021,0,US,10,338.86,NULL,112,2,1,100.00,4,2.00,2,1455032,363758.00,67347,16836.00,4,0,0,0,0,0,476,0,0,0,1,0,0,1
29022,0,MX,2,59.98,NULL,112,3,0,10.80,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,343,0,0,0,0,0,0,0
29023,0,CO,1,19.99,Engineering and Construction Industries,112,1,0,10.80,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,197,0,0,0,0,0,0,0
29025,0,US,40,1189.61,NULL,112,12,1,100.00,37,2.00,37,17247,492.00,274,7.00,37,0,0,0,0,0,1793,0,1,0,1,0,0,0
29028,0,CO,18,192.48,Accounting,112,1,0,21.91,38,2.00,37,755061,20407.00,16215,426.00,38,0,0,0,0,0,17526,0,0,0,1,0,0,0
29030,0,US,1,29.11,NULL,111,3,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,12,0,0,0,0,0,0,0
29031,0,CO,1,13.65,NULL,111,1,0,10.80,1,2.00,1,429,429.00,0,0.00,1,0,0,0,0,0,375,0,0,0,0,0,0,0
29032,0,CO,3,16.88,Software,111,4,0,10.80,2,3.00,1,1210,605.00,43,21.00,2,0,0,0,0,0,56,0,0,0,1,0,0,0
29035,0,US,7,125.93,NULL,111,1,1,100.00,15,2.00,13,1926297,128419.00,89166,5944.00,15,0,0,0,0,0,3,0,0,0,0,0,0,1
