ID,IsVIP,CountryCode,TotalUnits,TotalFee,Industry,Tenure,UsersCount,Churn,ChurnPerc,TicketsCount,TicketsPriorityMean,TicketsClosedCount,SLATimeUsedTotal,SLATimeUsedMean,SLAPercentageTotal,SLAPercentageMean,NonCompliantSLACount,RMACount,RMAUnitsCount,MDVRCount,FatigueMonitorCount,FuelSensorCount,PowerOnEventsCount,PricingCancelCount,ClosedBussCancelCount,NoPaymentCancelCount,SoldVehicleCancelCount,NoUsedVehicleCancelCount,MultHWCasesCancelCount,NoUsedCancelCount
356,0,US,99,2622.58,NULL,214,1,1,100.00,48,2.00,46,1778106,37043.00,138056,2876.00,48,8,18,22,0,0,40433,0,0,0,1,3,0,4
445,0,US,12,285.98,NULL,213,2,1,100.00,13,2.00,12,633918,48762.00,5021,386.00,13,0,0,0,0,0,10,0,0,0,0,0,0,0
727,0,US,28,325.00,NULL,208,4,0,73.97,17,2.00,15,2039657,127478.00,88664,5215.00,17,2,7,0,0,0,251,0,0,0,0,0,0,0
947,0,US,10,382.98,Utilities: Gas and Electric Industries,206,1,1,100.00,8,2.00,4,3846299,480787.00,84487,10560.00,8,0,0,0,0,0,9584,0,1,0,0,0,0,0
968,0,US,34,899.70,NULL,206,4,0,32.16,12,2.00,12,73045,6087.00,2987,248.00,12,1,1,0,0,0,3902,0,0,0,0,0,0,0
991,0,US,205,5848.05,NULL,205,6,0,25.28,26,2.00,25,1076529,41404.00,49372,1898.00,26,0,0,0,0,0,60204,0,0,0,0,0,0,0
1020,0,US,4,41.98,Automotive,205,1,0,95.40,3,2.00,3,2875,958.00,3,1.00,3,0,0,0,0,0,28,0,0,0,0,0,0,0
1057,0,US,33,139.93,NULL,205,4,0,99.19,37,2.00,35,2170011,63823.00,98894,2672.00,37,4,6,0,0,0,1244,0,0,0,1,4,0,1
1117,0,US,19,569.81,NULL,204,3,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,0,US,18,539.82,NULL,204,4,1,100.00,17,2.00,17,75120,4418.00,4067,239.00,17,2,8,0,0,0,237,0,0,0,0,0,0,2
1148,0,US,6,179.94,NULL,204,2,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,0,US,5,59.98,NULL,204,5,0,80.40,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,10,0,0,0,0,0,0,0
1187,0,US,7,209.93,NULL,204,2,0,20.40,5,2.00,5,163154,32630.00,7545,1509.00,5,0,0,0,0,0,700,0,0,0,0,0,0,0
1302,0,US,13,70.98,NULL,203,4,1,100.00,2,2.00,2,1838,919.00,68,34.00,2,0,0,0,0,0,46483,0,0,0,0,0,0,1
1334,0,US,36,959.68,NULL,203,7,0,30.31,4,2.00,4,9708,2427.00,476,119.00,4,0,0,0,0,0,1238,0,0,0,0,0,0,0
1365,0,US,35,903.40,NULL,203,6,1,100.00,3,2.00,2,0,0.00,0,0.00,3,0,0,0,0,0,11656,0,0,0,0,0,0,0
1607,0,CA,2,39.98,NULL,202,1,1,100.00,3,2.00,2,509830,169943.00,3745,1248.00,3,0,0,0,0,0,0,0,0,0,0,0,0,1
1689,0,US,29,21.99,Computer & IT Products & Services,201,5,1,100.00,34,2.00,33,1443448,42454.00,50344,1480.00,34,2,2,0,0,0,11,0,0,0,2,1,0,2
1710,0,US,22,439.78,NULL,201,2,1,100.00,11,2.00,11,153435,13948.00,900,81.00,11,0,0,0,0,0,680,0,0,0,0,0,0,1
1769,0,US,6,179.94,NULL,200,1,1,100.00,7,2.00,7,56745,8106.00,2644,377.00,7,0,0,0,0,0,21,0,0,0,0,0,0,0
1779,0,US,67,1796.65,Construction General,200,1,1,100.00,15,2.00,4,11438708,762580.00,529500,35300.00,15,1,25,0,0,0,12209,0,0,0,0,1,0,0
1821,0,US,56,1466.10,Automotive,200,14,0,22.77,11,2.00,11,0,0.00,0,0.00,11,2,19,0,0,0,18986,0,0,0,0,0,0,0
1830,0,US,66,1979.34,NULL,200,7,1,100.00,8,2.00,7,377823,47227.00,3192,399.00,8,1,1,0,0,0,17365,0,0,0,0,0,0,0
1839,0,US,164,980.68,NULL,200,4,0,98.47,82,2.00,82,150143,1876.00,3084,37.00,82,6,30,0,0,0,2082,0,0,0,3,4,0,0
1846,0,US,4,119.80,NULL,200,2,1,100.00,6,2.00,6,3398,679.00,56,9.00,6,0,0,0,0,0,26935,0,0,0,0,1,0,1
1872,0,US,10,261.66,NULL,200,1,1,100.00,12,2.00,10,1141072,103733.00,9908,825.00,12,1,1,0,0,0,12,0,0,1,2,1,0,0
1883,0,MX,11,329.89,NULL,200,10,0,19.20,5,2.00,4,0,0.00,0,0.00,5,0,0,0,0,0,3990,0,0,0,0,0,0,0
1889,0,US,11,329.89,NULL,199,1,1,100.00,1,2.00,1,952,952.00,88,88.00,1,0,0,0,0,0,170,0,0,0,0,0,0,1
1903,0,US,74,1958.92,NULL,199,46,0,30.01,34,2.00,34,0,0.00,0,0.00,34,7,23,0,0,0,53490,0,0,0,0,0,0,1
1966,0,US,15,79.80,Transportation,199,2,0,92.53,15,2.00,14,935200,62346.00,42856,2857.00,15,1,4,0,0,0,690,0,0,0,1,0,0,0
1971,0,US,23,659.78,NULL,199,9,0,23.55,6,2.00,6,26922,4487.00,1106,184.00,6,0,0,0,0,0,2982,0,0,0,0,0,0,0
2001,0,US,65,867.52,Transportation,198,6,0,71.51,24,2.00,24,0,0.00,0,0.00,24,4,27,0,0,0,468,0,0,0,1,0,0,0
2028,0,MX,12,359.88,NULL,198,5,0,19.20,2,3.00,2,0,0.00,0,0.00,2,0,0,0,0,0,9239,0,0,0,0,0,0,0
2087,0,US,20,383.77,NULL,198,1,0,79.20,18,2.00,18,31328,1740.00,734,40.00,18,1,6,0,0,0,2297,0,0,0,1,1,0,0
2132,0,US,42,179.91,NULL,197,1,0,97.77,50,2.00,49,743079,14861.00,32157,643.00,50,11,11,0,0,0,1145,0,0,0,1,4,0,0
2142,0,US,30,782.47,NULL,197,7,1,100.00,15,2.00,13,4171220,278081.00,191960,12797.00,15,0,0,0,0,0,2740,0,0,0,0,3,0,1
2195,0,MX,1,29.99,NULL,197,3,0,19.20,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,17,0,0,0,0,0,0,0
2205,0,US,7,222.74,Construction General,196,4,1,100.00,1,3.00,0,0,0.00,0,0.00,1,1,1,0,0,0,1345,0,0,0,0,0,0,1
2217,0,MX,1,19.99,NULL,196,2,0,19.20,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,0,US,73,619.69,Travel & Tourism,196,3,0,80.84,54,2.00,51,2741922,52729.00,113918,2109.00,54,3,19,0,0,0,1657,0,0,0,1,3,0,2
2245,0,US,2,59.98,NULL,196,1,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,0,US,3,23.95,Automotive,196,1,0,85.87,2,2.00,2,12330,12330.00,57,28.00,2,1,1,0,0,0,5,0,0,0,0,0,0,0
2345,0,US,31,988.63,NULL,195,2,1,100.00,29,2.00,27,1117553,39912.00,30968,1067.00,29,0,0,0,0,0,931,0,0,0,2,2,0,1
2348,0,US,15,349.85,Transportation,195,1,1,100.00,12,1.00,12,45988,3832.00,27587,2298.00,12,1,3,4,0,0,92,0,0,0,2,0,0,0
2367,0,US,36,599.70,NULL,195,3,0,35.87,13,2.00,11,2402401,184800.00,107230,8248.00,13,0,0,0,0,0,9521,0,0,0,0,0,0,1
2376,0,US,66,0.53,NULL,194,4,0,38.90,6,2.00,5,1034386,172397.00,47898,7983.00,6,0,0,0,0,0,7073,0,0,0,0,0,0,0
2423,0,US,21,319.84,NULL,194,2,0,43.01,13,2.00,13,17240,1326.00,584,44.00,13,2,6,0,0,0,384,0,0,0,1,0,0,0
2491,0,US,76,59.98,NULL,193,3,1,100.00,13,2.00,12,683379,52567.00,31800,2446.00,13,0,0,2,0,0,46,0,0,0,0,0,0,1
2500,1,US,65,4178.32,Government,193,26,0,94.58,495,2.00,468,9377636,19335.00,418758,845.00,495,13,21,15,0,0,116404,0,0,0,0,0,0,2
2504,0,MX,60,1799.40,NULL,193,7,0,19.20,3,2.00,3,0,0.00,0,0.00,3,0,0,0,0,0,62590,0,0,0,0,0,0,0
2521,1,US,131,2294.96,NULL,192,3,1,100.00,44,2.00,40,4446603,108453.00,191100,4343.00,44,0,0,0,0,0,3006,0,0,0,1,4,0,0
2531,0,US,53,1589.47,NULL,192,2,1,100.00,20,2.00,20,69007,3450.00,3160,158.00,20,0,0,0,0,0,15885,0,0,0,0,0,0,0
2539,0,US,25,483.73,NULL,192,2,1,100.00,36,2.00,36,143177,4090.00,1791,49.00,36,0,0,0,0,0,518,0,0,0,0,5,0,2
2587,0,US,10,269.91,NULL,192,3,0,29.20,7,2.00,7,5327,761.00,205,29.00,7,0,0,0,0,0,53,0,0,0,0,0,0,0
2674,0,US,65,1949.10,NULL,190,6,1,100.00,31,2.00,30,1544139,51471.00,44026,1420.00,31,1,1,0,0,0,13559,0,0,0,5,5,0,1
2678,0,US,13,389.87,NULL,190,6,0,18.00,3,2.00,3,3272,1090.00,119,39.00,3,0,0,0,0,0,5529,0,0,0,0,0,0,0
2723,1,US,672,13382.43,NULL,190,0,1,100.00,225,2.00,133,96344514,435948.00,4450093,19778.00,225,0,0,0,0,0,6112,0,0,0,1,17,0,0
2759,0,US,12,149.95,NULL,189,1,0,76.33,3,1.00,3,1,0.00,0,0.00,3,0,0,0,0,0,1452,0,0,0,0,0,0,0
2776,0,US,1,29.99,NULL,189,2,0,18.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,0,US,4,100.01,NULL,189,5,0,18.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,0,US,11,219.89,NULL,189,6,1,100.00,1,3.00,1,1919,1919.00,33,33.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2899,0,US,2,0.00,NULL,188,2,0,18.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,0,US,14,315.82,NULL,187,2,1,100.00,40,2.00,38,577673,14441.00,5585,139.00,40,1,4,0,0,0,10787,0,0,0,2,0,0,1
2949,0,US,27,583.90,NULL,187,1,1,100.00,17,2.00,17,10036,590.00,167,9.00,17,0,0,0,0,0,74,0,0,0,1,0,0,0
2982,0,US,15,243.85,NULL,187,2,1,100.00,17,2.00,16,442670,26039.00,4533,266.00,17,0,0,0,0,0,24,0,0,0,0,1,0,1
2994,0,US,17,99.95,Accounting,186,1,0,88.59,9,2.00,9,5382,598.00,102,11.00,9,1,4,0,0,0,7,0,0,0,0,0,0,0
3000,0,US,2,270.00,NULL,186,1,0,18.00,2,2.00,2,1319,1319.00,0,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,0,US,6,99.13,NULL,186,1,0,18.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,0,MX,16,479.84,NULL,185,5,1,100.00,9,2.00,9,0,0.00,0,0.00,9,0,0,0,0,0,13,0,0,0,0,0,0,0
3042,1,US,94,419.86,Transportation,185,2,1,100.00,75,2.00,44,32701281,436017.00,1508126,20108.00,75,1,14,0,0,0,327182,0,0,0,0,1,0,0
3091,0,US,14,248.86,NULL,185,2,0,46.57,5,2.00,5,1583,316.00,96,19.00,5,1,5,0,0,0,1618,0,0,0,0,0,0,0
3092,1,US,153,4437.47,Health Care,185,25,1,100.00,153,2.00,150,2269792,15233.00,74900,489.00,153,0,0,0,0,0,1599,0,0,0,8,10,0,1
3100,0,US,6,652.00,NULL,185,5,0,34.67,3,2.00,3,11,3.00,0,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,0,MX,67,1529.49,Rental,184,1,0,41.88,13,2.00,11,0,0.00,0,0.00,13,0,0,0,0,0,17236,0,0,0,0,0,0,0
3112,1,US,378,8646.75,NULL,184,12,1,100.00,193,2.00,153,29191510,159516.00,1306173,6767.00,193,0,0,0,0,0,14789,0,0,0,3,3,0,1
3168,0,US,130,3507.26,NULL,184,62,1,100.00,77,2.00,66,11226857,147721.00,514852,6686.00,77,1,1,0,0,0,2026,0,0,0,3,8,0,1
3181,0,US,56,460.84,Transportation,184,9,1,100.00,42,2.00,42,94118,2295.00,3759,89.00,42,4,15,0,0,0,8917,0,0,0,3,1,0,0
3203,0,US,36,245.00,NULL,183,10,0,98.56,86,2.00,84,1952487,22970.00,82150,955.00,86,1,6,0,0,0,2690,0,0,1,1,4,0,0
3210,1,US,110,139.93,NULL,183,3,1,100.00,81,2.00,46,36875574,460944.00,1705309,21053.00,81,1,3,0,0,0,37,0,0,0,2,2,0,8
3218,1,US,333,9174.54,NULL,183,92,1,100.00,93,2.00,69,23841461,256359.00,1069430,11499.00,93,0,0,0,0,0,0,0,0,0,0,13,0,1
3247,0,US,11,169.74,Automotive,183,3,0,72.55,16,2.00,16,0,0.00,0,0.00,16,1,4,0,0,0,817,0,0,0,0,0,0,2
3258,0,US,16,359.88,NULL,182,3,0,43.00,10,2.00,9,902412,90241.00,41451,4145.00,10,2,3,0,0,0,12441,0,0,0,0,1,0,1
3284,0,US,18,479.84,NULL,182,3,0,29.11,4,3.00,4,11860,2965.00,548,137.00,4,0,0,0,0,0,513,0,0,0,0,0,0,0
3286,0,US,28,393.79,NULL,182,1,0,50.14,20,2.00,16,3587808,179390.00,166061,8303.00,20,3,9,0,0,0,4790,0,0,0,0,2,0,0
3312,0,US,27,599.73,NULL,181,2,1,100.00,29,2.00,26,3158725,121489.00,145026,5000.00,29,0,0,0,0,0,0,0,0,0,3,6,0,0
3314,0,US,15,94.75,NULL,181,1,0,84.67,10,2.00,10,32907,3290.00,986,98.00,10,1,1,0,0,0,27,0,0,0,2,0,0,1
3320,0,US,9,269.91,NULL,181,1,1,100.00,8,2.00,8,3922,490.00,36,4.00,8,0,0,0,0,0,0,0,0,1,0,0,0,0
3354,0,US,40,1169.62,NULL,180,12,1,100.00,3,2.00,2,1013701,337900.00,46926,15642.00,3,0,0,0,0,0,130,0,0,0,0,0,0,0
3408,0,MX,1,29.99,NULL,179,3,0,16.80,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,31,0,0,0,0,0,0,0
3412,0,MX,3,89.97,NULL,179,5,0,16.80,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,271,0,0,0,0,0,0,0
3413,0,US,12,359.88,NULL,179,1,1,100.00,1,3.00,0,0,0.00,0,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3466,0,US,1,32.99,NULL,177,1,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3475,0,US,21,451.45,Automotive,177,3,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,2421,0,0,0,0,0,0,1
3476,0,US,7,0.00,NULL,177,2,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3481,0,US,26,498.75,NULL,177,0,1,100.00,19,2.00,18,1276401,67179.00,5990,315.00,19,0,0,0,0,0,0,0,0,0,1,0,0,0
3486,0,US,23,239.92,Service,177,1,0,82.02,20,2.00,14,6449259,322462.00,113116,5655.00,20,1,7,0,0,0,2794,0,0,0,0,2,0,0
3490,0,MX,37,1109.63,NULL,177,12,0,16.80,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,25521,0,0,0,0,0,0,0
3515,0,US,7,209.93,NULL,176,3,1,100.00,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,0,US,93,2453.79,NULL,176,8,1,100.00,95,2.00,87,8607364,96711.00,390877,4114.00,95,0,0,0,0,0,799,1,0,0,3,6,0,2
3568,0,US,9,89.91,NULL,176,1,1,100.00,16,2.00,16,55869,4297.00,401,25.00,16,1,5,0,0,0,37,0,0,0,0,1,0,0
3577,0,US,90,1767.09,Rental,175,33,0,52.36,69,2.00,67,4667293,68636.00,83627,1211.00,69,1,21,0,0,0,4512,0,0,0,1,4,0,0
3584,0,US,5,149.75,NULL,175,1,1,100.00,9,2.00,9,52462,5829.00,1280,142.00,9,0,0,0,0,0,8344,0,0,0,0,0,0,1
3614,0,US,136,3465.45,Schools,174,4,1,100.00,230,2.00,197,0,0.00,0,0.00,230,2,5,0,0,0,242,0,0,0,0,0,0,2
4166,0,US,43,1547.57,NULL,176,11,1,100.00,32,2.00,31,1078882,33715.00,49927,1560.00,32,2,28,0,0,0,5921,0,0,0,0,0,0,1
4421,0,US,31,259.87,Transportation,186,1,0,76.06,11,2.00,9,2141226,194656.00,97739,8885.00,11,3,9,0,0,0,3772,0,0,0,0,1,0,0
10740,0,US,24,480.00,NULL,174,1,1,100.00,17,1.00,17,22974,1351.00,877,51.00,17,0,0,0,0,0,235,0,0,0,0,0,0,0
10833,0,US,11,799.84,Transportation,186,6,0,54.36,21,2.00,20,223455,10640.00,30243,1440.00,21,2,5,3,0,0,221975,0,0,0,0,0,0,0
12074,1,US,179,2325.21,Financial Services,179,14,1,100.00,26,2.00,26,283505,10904.00,881,33.00,26,0,0,0,0,0,0,0,0,0,0,1,0,2
14661,0,US,5,139.98,Transportation,182,3,0,78.00,8,2.00,6,795496,99437.00,21467,2683.00,8,2,2,0,0,0,55150,0,1,0,0,0,0,1
15083,0,US,490,37157.84,Electronics,174,3,0,81.49,280,2.00,263,14382681,51923.00,647735,2313.00,280,14,21,2,0,0,51359,0,0,0,3,11,0,36
15130,0,US,1,0.00,NULL,174,1,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15150,0,US,9,89.97,NULL,174,4,0,83.47,4,2.00,4,13599,3399.00,519,129.00,4,0,0,0,0,0,8047,0,0,0,0,0,0,0
15161,0,MX,25,7.00,NULL,174,2,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,140,0,0,0,0,0,0,0
15201,0,US,2,33.98,NULL,174,1,1,100.00,1,2.00,1,919,919.00,85,85.00,1,1,1,0,0,0,9,0,0,0,0,0,0,1
15246,0,US,32,974.80,NULL,173,2,1,100.00,16,2.00,5,7814,488.00,368,23.00,16,0,0,0,0,0,36,0,0,0,0,0,0,0
15268,0,US,50,898.46,NULL,173,21,1,100.00,43,2.00,42,667164,15515.00,25403,590.00,43,0,0,0,0,0,26161,0,0,0,0,10,0,1
15312,1,US,60,619.69,Government,173,4,0,70.13,9,2.00,9,37635,4181.00,732,81.00,9,1,21,0,0,0,116,0,0,0,1,1,0,2
15356,0,US,7,123.93,Service,173,1,1,100.00,7,2.00,6,333713,47673.00,2810,401.00,7,0,0,0,0,0,3,0,0,0,5,0,0,0
15358,0,US,36,279.86,Transportation & Logistics,173,8,0,77.91,40,2.00,38,1514485,37862.00,61221,1530.00,40,1,6,0,0,0,7556,0,0,0,6,1,0,1
15443,0,US,2,35.98,NULL,172,1,1,100.00,3,2.00,3,39971,13323.00,1821,607.00,3,0,0,0,0,0,834,0,0,1,0,0,0,0
15464,0,US,24,600.00,NULL,172,2,1,100.00,13,1.00,13,132817,10216.00,635,48.00,13,0,0,0,0,0,2383,0,0,1,0,0,0,0
15493,0,US,10,125.93,NULL,172,1,0,46.80,4,2.00,4,2105,526.00,94,23.00,4,2,3,0,0,0,12514,0,0,2,0,0,0,0
15515,0,US,14,231.86,NULL,172,1,1,100.00,2,3.00,2,8925,4462.00,74,37.00,2,0,0,0,0,0,808,0,0,0,0,1,0,0
15564,0,US,71,975.33,NULL,172,10,1,100.00,46,2.00,43,1572206,34937.00,47047,1022.00,46,3,3,0,0,0,27888,0,0,0,2,0,0,0
15624,0,US,32,191.88,Automotive,172,2,0,79.30,11,2.00,11,12319,4106.00,910,82.00,11,2,11,0,0,0,2360,0,0,0,0,0,0,0
15639,0,MX,9,269.91,NULL,172,4,1,100.00,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,545,0,0,0,0,0,0,0
15665,0,US,269,7242.68,NULL,171,38,1,100.00,68,2.00,67,0,0.00,0,0.00,68,6,8,0,0,0,51186,0,0,0,0,0,0,2
15668,0,US,7,39.98,Automotive,171,2,0,88.23,5,2.00,5,2220,444.00,74,14.00,5,1,1,0,0,0,35,0,0,0,1,0,0,0
15730,0,US,40,799.60,NULL,171,1,1,100.00,13,2.00,10,1877247,144403.00,57258,4404.00,13,0,0,0,0,0,93,0,0,0,0,3,0,0
15741,0,US,11,329.89,NULL,171,2,1,100.00,13,2.00,13,18224,1518.00,311,23.00,13,0,0,0,0,0,0,0,0,0,0,2,0,0
15743,0,US,28,499.72,NULL,171,2,1,100.00,18,2.00,17,424179,23565.00,3850,213.00,18,1,1,0,0,0,115798,0,0,0,1,0,0,0
15782,0,US,17,305.83,NULL,170,1,1,100.00,15,2.00,13,1169771,77984.00,40206,2680.00,15,0,0,0,0,0,4347,0,0,0,0,1,0,0
15810,0,US,2,20.00,NULL,170,1,1,100.00,2,3.00,1,499416,249708.00,4213,2106.00,2,0,0,0,0,0,0,0,0,1,0,0,0,0
15905,0,US,12,161.91,Automotive,170,1,0,41.80,10,2.00,9,888980,98775.00,41089,4108.00,10,1,3,0,0,0,6636,0,0,0,0,1,0,0
15930,0,US,28,919.72,NULL,170,5,1,100.00,1,3.00,1,17,17.00,0,0.00,1,0,0,0,0,0,30,0,0,0,0,0,0,0
15932,0,US,14,161.91,Transportation,170,2,0,81.09,9,2.00,5,4253947,472660.00,73864,8207.00,9,0,0,0,0,0,236,0,0,0,1,2,0,0
15936,0,US,57,1349.85,NULL,170,1,1,100.00,39,2.00,38,1280925,35581.00,50232,1288.00,39,1,1,0,0,0,6000,0,0,0,0,1,0,0
15966,0,US,37,888.00,NULL,170,1,1,100.00,32,2.00,8,24838185,801231.00,1149778,35930.00,32,0,0,0,0,0,3582,0,0,0,0,1,0,0
16070,0,US,15,449.69,NULL,169,1,1,100.00,24,2.00,23,498088,20753.00,4101,170.00,24,0,0,0,0,0,0,0,1,0,1,0,0,0
16097,1,MX,246,13585.79,Service,169,25,0,21.27,258,2.00,255,0,0.00,0,0.00,258,0,0,0,0,0,419,0,0,0,0,0,0,0
16147,0,US,23,564.77,Service,169,1,1,100.00,27,2.00,24,2736020,105231.00,113745,4212.00,27,1,3,0,0,0,273,0,0,0,3,2,0,0
16154,0,US,4,124.84,NULL,169,5,1,100.00,7,2.00,6,977974,139710.00,8836,1262.00,7,0,0,0,0,0,7,0,0,0,0,2,0,0
16208,0,US,26,469.74,NULL,168,1,1,100.00,14,2.00,6,8374703,598193.00,387524,27680.00,14,2,6,0,0,0,4902,0,0,1,1,0,0,0
16264,0,MX,28,839.72,NULL,168,3,0,16.80,52,2.00,46,0,0.00,0,0.00,52,0,0,0,0,0,4060,0,0,0,0,0,0,0
16285,0,US,24,466.77,NULL,168,1,1,100.00,21,2.00,20,1049858,49993.00,47339,2254.00,21,0,0,0,0,0,31,0,0,0,0,0,0,0
16335,0,CO,8,100.00,NULL,168,1,0,16.80,8,2.00,8,69624,8703.00,1210,151.00,8,0,0,0,0,0,799,0,0,0,0,0,0,0
16349,1,US,39,523.89,Transportation,168,1,0,86.03,40,2.00,38,2232331,55808.00,102377,2559.00,40,2,10,2,0,0,392790,0,0,0,1,1,0,0
16363,0,US,229,5400.31,Transportation,168,13,0,33.39,45,2.00,45,0,0.00,0,0.00,45,3,3,0,0,0,225435,0,0,0,0,0,0,1
16364,0,US,6,107.94,Automotive,168,1,0,66.80,6,2.00,3,3189685,531614.00,55439,9239.00,6,0,0,0,0,0,8240,0,0,1,0,1,0,0
16388,0,US,7,125.93,NULL,167,1,1,100.00,11,1.00,10,714274,64934.00,30231,2748.00,11,0,0,0,0,0,10,0,0,0,0,1,0,0
16420,0,US,18,539.82,NULL,167,10,1,100.00,3,2.00,3,0,0.00,0,0.00,3,0,0,0,0,0,9161,0,0,0,0,0,0,0
16466,0,US,117,1732.62,Energy Industries,167,15,0,75.43,52,2.00,51,718767,13822.00,32067,616.00,52,5,50,0,0,0,3121,0,0,0,1,0,0,2
16471,0,US,1,29.99,NULL,167,1,1,100.00,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16491,0,US,18,333.84,NULL,167,1,1,100.00,17,2.00,14,2622200,154247.00,121322,7136.00,17,0,0,0,0,0,168,0,0,0,2,3,0,0
16495,0,MX,1,29.99,NULL,167,5,0,15.60,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,1027,0,0,0,0,0,0,0
16509,0,US,1,1.00,NULL,167,0,0,15.60,0,2.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16516,0,US,14,255.86,NULL,167,1,1,100.00,14,2.00,13,693911,49565.00,6375,455.00,14,0,0,0,0,0,0,0,2,0,1,0,0,0
16517,0,MX,11,329.89,NULL,167,1,1,100.00,1,2.00,1,0,0.00,0,0.00,1,0,0,0,0,0,914,0,0,0,0,2,0,1
16536,0,US,50,1605.47,NULL,167,7,1,100.00,83,2.00,80,2861408,38667.00,129949,1565.00,83,0,0,0,0,0,834,0,0,0,2,7,0,0
16558,0,US,17,89.95,Automotive,166,4,0,86.19,18,2.00,18,24143,1341.00,1130,62.00,18,2,4,0,0,0,46,0,0,0,3,0,0,1
16575,0,CO,20,203.00,Accounting,166,13,1,100.00,45,2.00,45,487568,10834.00,12726,282.00,45,0,0,0,0,0,17559,0,0,0,3,0,0,0
16601,0,US,5,35.98,Accounting,166,1,0,75.60,3,2.00,3,2091,697.00,9,3.00,3,2,2,0,0,0,4,0,0,0,1,0,0,0
16616,0,US,11,329.89,NULL,166,2,1,100.00,2,2.00,2,0,0.00,0,0.00,2,0,0,0,0,0,114,0,0,0,0,0,0,0
16623,0,CO,4,43.51,NULL,166,1,1,100.00,6,3.00,6,202422,40484.00,3372,562.00,6,0,0,0,0,1,1377,0,1,1,0,0,0,0
16720,0,US,20,699.80,NULL,166,5,1,100.00,17,2.00,17,23556,1570.00,123,7.00,17,1,6,0,0,0,138,0,0,0,0,2,0,1
16752,0,US,3,55.97,NULL,165,1,1,100.00,4,2.00,4,13143,3285.00,371,92.00,4,1,1,0,0,0,57,0,0,0,0,0,0,1
16755,0,US,20,359.80,NULL,165,2,1,100.00,18,2.00,18,43022,2530.00,1646,91.00,18,2,9,0,0,0,8217,0,0,0,0,1,0,1
16771,0,US,6,164.86,NULL,165,1,1,100.00,1,3.00,0,559932,559932.00,4713,4713.00,1,0,0,0,0,0,2,0,0,1,2,0,0,0
16820,0,CO,4,110.40,Accounting,165,1,0,65.60,12,2.00,12,290989,24249.00,5334,444.00,12,0,0,0,0,0,261,0,0,0,1,0,0,0
16840,0,US,12,89.95,Automotive,165,6,0,73.93,12,2.00,11,913752,83068.00,41610,3467.00,12,1,2,0,0,0,681,0,0,1,2,1,0,0
16848,0,US,4,49.99,NULL,165,1,0,65.60,5,2.00,5,8072,1614.00,48,9.00,5,1,1,0,0,0,14,0,0,0,0,0,0,0
16886,0,US,3,89.97,NULL,164,1,0,15.60,1,3.00,1,0,0.00,0,0.00,1,0,0,0,0,0,1808,0,0,0,0,0,0,0
16901,0,US,224,5343.56,Transportation,164,31,1,100.00,138,2.00,136,2303987,17066.00,99660,722.00,138,4,5,43,0,0,32533,0,0,0,3,2,0,10
16915,0,US,49,243.87,Automotive,164,1,0,89.07,36,2.00,34,1714825,47634.00,78766,2187.00,36,2,9,0,0,0,507,0,0,0,6,1,0,0
